,Predicted,Actual
210,1841.0497870826555,1788.699951171875
211,1847.0333060945632,1798.0999755859375
212,1853.635204677938,1780.5
213,1874.9814083176582,1813.9000244140625
214,1873.4337303675165,1807.5
215,1862.0818128251567,1777.199951171875
216,1851.436976336599,1790.0
217,1833.3923781934732,1787.699951171875
218,1844.3601816903722,1815.9000244140625
219,1849.0224387868586,1815.9000244140625
220,1836.2639706845614,1787.0
221,1838.1670718883756,1795.9000244140625
222,1841.6919639261796,1814.800048828125
223,1824.399824384193,1807.9000244140625
224,1840.5723808081389,1819.5
225,1834.658848497537,1819.699951171875
226,1856.9364714696203,1839.699951171875
227,1860.1544128407572,1852.800048828125
228,1845.1968719783456,1834.800048828125
229,1881.3644209407507,1864.199951171875
230,1892.7217754555086,1872.699951171875
231,1880.5582273966643,1871.5999755859373
232,1892.4061263699928,1874.5999755859373
233,1917.0546479632458,1895.5
234,1921.4059811257755,1918.4000244140625
235,1918.7808889313944,1907.199951171875
236,1916.7738384273423,1904.4000244140625
237,1925.9908872436827,1922.0999755859373
238,1916.1816286405638,1926.4000244140625
239,1905.4034602554218,1927.0999755859373
240,1912.9518274676566,1933.9000244140625
241,1916.5856353470408,1941.199951171875
242,1916.897773758145,1929.0999755859373
243,1903.6374404252815,1928.5999755859373
244,1901.1194195419114,1922.9000244140625
245,1914.9007621881458,1929.5
246,1914.877893734977,1927.800048828125
247,1914.771994341796,1916.300048828125
248,1869.5697052216956,1862.9000244140625
249,1857.404343314675,1866.199951171875
250,1854.8771383401051,1871.699951171875
251,1865.6218659507895,1877.4000244140625
252,1859.6610026123187,1866.199951171875
253,1857.2754577351184,1862.800048828125
254,1854.3735738733944,1851.9000244140625
255,1844.3293212381518,1854.0
256,1829.077946812703,1834.199951171875
257,1831.6279035525379,1842.0
258,1832.0375332026972,1840.4000244140625
259,1828.6023606751078,1833.0
260,1825.2243421257922,1832.0
261,1822.8869888140157,1818.0
262,1805.0565058673399,1808.800048828125
263,1802.7013097928887,1817.0
264,1812.2982872870657,1828.9000244140625
265,1813.0246369908136,1837.699951171875
266,1806.452387704358,1833.5
267,1829.5462112571677,1847.699951171875
268,1824.8381255166692,1847.9000244140625
269,1797.938064819618,1813.9000244140625
270,1796.1900846784163,1812.699951171875
271,1810.1657215250384,1829.300048828125
272,1845.0700740633024,1862.0
273,1904.5453960285765,1911.699951171875
274,1894.7850644332532,1906.199951171875
275,1899.7534972619358,1926.5999755859373
276,1880.9560666518269,1919.0
277,1920.625658423002,1969.800048828125
278,1917.0592927263565,1979.199951171875
279,1899.4997550539877,1938.0
280,1916.2927706625258,1946.800048828125
281,1934.7923900468663,1993.800048828125
282,1948.3831230042506,1982.0999755859373
283,1926.1285101027784,1952.4000244140625
284,1926.472123565569,1972.4000244140625
285,1927.9969079779944,1966.0999755859373
286,1945.6066925598595,1980.300048828125
287,1961.066126807253,1969.0
288,1971.5347155096424,1983.9000244140625
289,2003.8961148385413,2022.199951171875
290,2006.6081024611278,2020.9000244140625
291,2006.9280888625137,2011.9000244140625
292,1995.2593850364167,1989.0999755859373
293,2006.2212419165512,2004.800048828125
294,2012.5362753082336,2010.9000244140625
295,2017.595137568069,2041.300048828125
296,1997.7710138261402,2002.199951171875
297,1983.1490222562527,1994.199951171875
298,1992.5410678413662,2007.4000244140625
299,1988.7218747267636,1995.199951171875
300,1995.0867079875816,2007.5999755859373
301,1985.6209247181228,1979.5
302,1999.9398358254289,1989.0999755859373
303,2002.0573036019584,1994.0
304,1989.502919123021,1985.699951171875
305,1984.3756914166045,1989.9000244140625
306,1996.0045213561618,1990.0999755859373
307,1981.7121784891879,1983.4000244140625
308,2004.0686068370323,2014.300048828125
309,2009.1784752453684,2028.5999755859373
310,2031.7196654314757,2048.0
311,2016.2361025965267,2017.4000244140625
312,2009.5690601968597,2026.300048828125
313,2015.5998393482582,2036.199951171875
314,2015.3400128022483,2030.5
315,1986.0233053226484,2014.699951171875
316,1977.366698655241,2014.5
317,1983.591935703913,2018.0
318,1968.841039551599,1988.4000244140625
319,1968.2804982226319,1980.699951171875
320,1954.051100129016,1956.5
321,1960.8331427444423,1978.699951171875
322,1956.999358690929,1974.800048828125
323,1955.1030207308836,1972.4000244140625
324,1947.9794482981015,1962.800048828125
325,1924.4467255472293,1943.0999755859373
326,1935.1665809499586,1944.0999755859373
327,1938.8424925639506,1958.0
328,1951.7254208449447,1963.9000244140625
329,1958.7931158962826,1978.0
330,1951.3367098408478,1952.4000244140625
331,1952.165857181127,1958.0
332,1951.1103135593512,1965.5
333,1942.093128859435,1942.699951171875
334,1967.6953149074461,1963.5999755859373
335,1966.9639328412336,1962.199951171875
336,1954.9163624308599,1955.300048828125
337,1945.9933424601193,1944.5999755859373
338,1951.981718687484,1955.300048828125
339,1962.8823161688367,1957.800048828125
340,1965.2159007132286,1958.4000244140625
341,1938.641172866025,1935.5
342,1929.2420441935333,1933.300048828125
343,1905.3745752462196,1912.699951171875
344,1910.0940000551482,1919.0999755859373
345,1930.9218372482253,1923.699951171875
346,1920.830688781327,1914.0
347,1925.835204117253,1912.300048828125
348,1907.181682392447,1909.199951171875
349,1921.1771614766685,1921.0999755859373
350,1918.9211768336681,1921.699951171875
351,1923.4561946997137,1919.5999755859373
352,1899.7349481029519,1908.699951171875
353,1908.5206027114896,1926.199951171875
354,1917.248984177239,1925.0
355,1920.380207037504,1931.300048828125
356,1958.072444663931,1956.199951171875
357,1987.9461542525949,1959.199951171875
358,1985.3872282925963,1960.0999755859373
359,1984.8865706846618,1952.4000244140625
360,1991.5784068139883,1977.199951171875
361,2001.9323032897846,1977.5
362,1980.2248381192908,1968.300048828125
363,1986.788079558302,1964.300048828125
364,1982.996851556842,1960.300048828125
365,1985.5927210522534,1962.0999755859373
366,1999.3241602865712,1968.9000244140625
367,1966.4745660504755,1945.4000244140625
368,1973.6259258348455,1960.4000244140625
369,1998.2083827854538,1970.5
370,1970.8808956334206,1940.699951171875
371,1948.7285737243915,1937.4000244140625
372,1934.2777748052563,1932.0
373,1957.03008556423,1939.5999755859373
374,1943.8480913216097,1933.5
375,1934.949589854359,1924.0999755859373
376,1937.8660222560493,1915.4000244140625
377,1930.9696496513952,1914.4000244140625
378,1919.694132305417,1912.9000244140625
379,1920.0799864813657,1910.5999755859373
380,1909.1945390607525,1902.5
381,1897.8352716283882,1896.0999755859373
382,1901.979344927076,1884.0999755859373
383,1910.3022907449108,1886.0999755859373
384,1916.5090944416288,1893.300048828125
385,1929.2642347113604,1896.4000244140625
386,1956.6187269925997,1918.5
387,1966.7830831132537,1918.199951171875
388,1955.6035915158586,1911.0999755859373
389,1959.6930190470362,1917.9000244140625
390,1984.2193507988109,1936.5
391,1986.5504130520437,1944.300048828125
392,1981.5091771815557,1938.199951171875
393,1978.0206040958858,1939.800048828125
394,1952.5176767354005,1926.199951171875
395,1943.0456097791766,1918.0999755859373
396,1938.6580653298827,1917.5
397,1938.2326575329953,1918.4000244140625
398,1951.7045042860261,1923.300048828125
399,1954.6450320164445,1911.300048828125
400,1948.0023817970675,1909.0999755859373
401,1947.2759014283179,1910.0
402,1956.164641939711,1923.699951171875
403,1962.5221780674408,1931.5
404,1956.3645626828518,1932.0
405,1969.2330351279322,1945.5999755859373
406,1955.3896419310013,1919.199951171875
407,1962.0156575825752,1925.4000244140625
408,1940.70592655962,1916.5999755859373
409,1936.9025583931611,1900.4000244140625
410,1923.8548004278869,1871.5999755859373
411,1927.9028154153834,1860.4000244140625
412,1922.5154116077283,1848.0999755859373
413,1896.0288334739168,1830.0
414,1889.1770993129778,1824.5999755859373
415,1882.6799953872571,1818.5
416,1880.613378527824,1816.5999755859373
417,1893.0845379264483,1830.199951171875
418,1892.7086284719549,1849.5
419,1910.5035697575631,1861.0
420,1918.1231787611423,1872.800048828125
421,1900.1604382460853,1869.300048828125
422,1950.4222557717612,1927.4000244140625
423,1947.9393077225386,1921.0999755859373
424,1929.9953001917336,1922.699951171875
425,1929.4869607394307,1955.300048828125
426,1926.0541343443606,1968.4000244140625
427,1941.135607113579,1982.5
428,1935.9711126092673,1976.300048828125
429,1930.4259901479852,1975.0
430,1923.1218336678853,1984.0999755859373
431,1935.4963325114734,1987.199951171875
432,1935.344977512214,1988.5999755859373
433,1960.5579562248956,1996.199951171875
434,1930.029264230861,1985.199951171875
435,1933.2614641907219,1978.800048828125
436,1954.931614033855,1985.5999755859373
437,1974.2242951236353,1991.5
438,1959.169595735162,1981.5999755859373
439,1950.7111314009326,1966.800048828125
440,1957.09142041457,1951.5
441,1950.601863111723,1964.199951171875
442,1938.3190252779407,1932.5999755859373
443,1956.4752562224392,1945.5
444,1985.673978091229,1961.800048828125
445,1986.5398002748684,1960.0999755859373
446,2001.02833745953,1983.9000244140625
447,2004.6353133164323,1981.5999755859373
448,2003.9579011511364,1977.699951171875
449,2015.2104026370366,1999.300048828125
450,2021.292905309353,1991.4000244140625
451,2030.1652947220812,2002.199951171875
452,2045.3960560475905,2011.800048828125
453,2051.178097387046,2039.699951171875
454,2072.991260560204,2047.0999755859373
455,2070.2037249934856,2038.0999755859373
456,2091.3837022805756,2071.0
457,2063.461719549818,2024.0999755859373
458,2056.499466744371,2018.5
459,2052.256750682056,2030.5
460,2048.961765195719,2029.9000244140625
461,2019.7163010522797,1998.300048828125
462,2018.9484290759456,1978.0
463,2011.2407738740044,1977.800048828125
464,2033.338047139174,1982.300048828125
465,2086.9253673509875,2030.199951171875
466,2088.975672181308,2021.0999755859373
467,2088.814102050926,2026.300048828125
468,2094.7732582565022,2038.4000244140625
469,2112.2240001442465,2034.5
470,2107.840905317368,2039.0999755859373
471,2104.3751946779576,2057.10009765625
472,2104.8393387865635,2058.199951171875
473,2118.297428119372,2081.89990234375
474,2102.8043133725178,2073.89990234375
475,2098.162243443755,2062.39990234375
476,2094.310467802669,2064.39990234375
477,2085.944710639094,2034.199951171875
478,2080.1251448563767,2042.300048828125
479,2076.264120261942,2042.4000244140625
480,2081.014197734886,2026.5999755859373
481,2074.1636091056057,2026.4000244140625
482,2070.0898834646446,2021.699951171875
483,2057.8109964237397,2014.300048828125
484,2087.4102578132038,2046.699951171875
485,2069.027598561678,2026.0
486,2055.242762145545,2002.5999755859373
487,2055.119166386352,2018.5999755859373
488,2050.215368068437,2026.5
489,2048.068752788355,2019.800048828125
490,2036.7006646391922,2023.699951171875
491,2061.8196063412324,2013.9000244140625
492,2074.97766430652,2016.9000244140625
493,2074.977626651658,2016.800048828125
494,2091.7140227919913,2025.199951171875
495,2094.574238316978,2031.5
496,2102.02332239071,2048.39990234375
497,2116.298559975149,2053.0
498,2086.3395915100973,2036.0999755859373
499,2064.410521420572,2025.699951171875
500,2077.068070572291,2034.5
501,2074.8201622730353,2035.199951171875
502,2080.163839784625,2032.199951171875
503,2079.5922035424774,2023.300048828125
504,2083.2430487166594,2018.199951171875
505,2057.0553594415,1992.9000244140625
506,2069.6047293174147,1990.300048828125
507,2093.1851286654464,2002.0999755859373
508,2105.4925674396004,2011.5
509,2098.286842204873,2027.5
510,2091.197226369895,2022.300048828125
511,2090.6289459698414,2019.699951171875
512,2099.9822271720313,2038.5999755859373
513,2087.8219940781546,2028.5
514,2086.296349022308,2034.0
515,2092.2536933789033,2033.0
516,2101.3890563991927,2045.699951171875
517,2123.0763480403375,2086.89990234375
518,2135.904013821458,2117.699951171875
519,2147.4644193488325,2133.5
520,2169.5643595162546,2150.300048828125
521,2171.464193383355,2158.0
522,2169.7782020732943,2178.60009765625
523,2173.7200247658047,2182.5
524,2157.8924797648315,2160.39990234375
525,2176.52465297918,2175.39990234375
526,2164.2521868475037,2163.0
527,2173.898100769346,2157.300048828125
528,2168.8654546781636,2160.699951171875
529,2171.5920521212456,2156.300048828125
530,2171.2806685960136,2157.89990234375
531,2168.8840885201266,2182.39990234375
532,2170.450819435892,2158.10009765625
533,2169.2896191591467,2174.800048828125
534,2167.450833813734,2175.60009765625
535,2177.644034180166,2190.60009765625
536,2186.656053682861,2217.39990234375
537,2178.1169976427655,2236.5
538,2200.8802535697105,2261.0
539,2230.145298798018,2294.39990234375
540,2244.5284261871925,2288.800048828125
541,2248.1060624274696,2325.699951171875
542,2252.8149213256283,2331.699951171875
543,2263.7563138499745,2343.5
544,2247.463782920151,2329.60009765625
545,2249.596036878109,2354.800048828125
546,2264.536248997189,2356.199951171875
547,2268.460631580892,2365.800048828125
548,2256.211073816931,2390.800048828125
549,2263.3787125996205,2371.699951171875
550,2257.154185547856,2382.300048828125
551,2280.488655038284,2398.39990234375
552,2237.5483383199344,2332.199951171875
553,2243.1242658529445,2327.699951171875
554,2235.491193911014,2324.5
555,2232.281804415431,2329.800048828125
556,2232.096993605607,2334.800048828125
557,2244.5637118905843,2345.39990234375
558,2212.8938380873556,2291.39990234375
559,2224.638584407681,2299.89990234375
560,2228.358476254268,2299.199951171875
561,2229.6097504480194,2299.0
562,2259.37221170699,2321.60009765625
563,2262.453248632963,2315.199951171875
564,2260.487554936545,2313.60009765625
565,2286.4283152413695,2332.10009765625
566,2282.893331158856,2367.300048828125
567,2288.079173879274,2336.10009765625
568,2297.111092585219,2353.39990234375
569,2332.983950569966,2388.699951171875
570,2334.1618121286283,2380.0
571,2367.701229709451,2412.199951171875
572,2394.3166992785987,2433.89990234375
573,2385.9042218580407,2421.699951171875
574,2368.994541615898,2389.199951171875
575,2336.6269961612875,2335.0
576,2338.9482220867244,2332.5
577,2373.027108309906,2355.199951171875
578,2369.651993734472,2340.300048828125
579,2361.0912676407306,2342.89990234375
580,2339.266425071248,2322.89990234375
581,2354.2218046751614,2346.60009765625
582,2328.795430375968,2325.5
583,2350.4709138855687,2354.10009765625
584,2387.807612605481,2370.300048828125
585,2324.572546713735,2305.199951171875
586,2340.334541037963,2307.699951171875
587,2332.730437976375,2307.5
588,2370.775716135748,2336.0
589,2346.047061699303,2300.199951171875
590,2361.7242639983524,2331.39990234375
591,2356.9505845871795,2312.39990234375
592,2371.828380124484,2330.39990234375
593,2405.257081442615,2353.800048828125
594,2375.0159814225794,2316.39990234375
595,2382.6363099940404,2330.0
596,2363.440706419107,2316.60009765625
597,2356.122271616906,2299.199951171875
598,2361.61035057407,2324.5
599,2364.8817817638846,2327.699951171875
600,2350.9625816689468,2327.60009765625
601,2358.8460279537335,2323.0
602,2400.287155728174,2359.800048828125
603,2428.318005330704,2388.5
604,2409.6543329140263,2355.199951171875
605,2408.3469415392487,2360.10009765625
606,2414.1474599708654,2372.199951171875
607,2445.653771152789,2415.0
608,2436.8213803282633,2414.0
609,2428.216021312426,2422.89990234375
610,2453.4923588088864,2462.39990234375
611,2449.0627326220674,2454.800048828125
612,2428.085205177675,2451.800048828125
613,2399.493823650587,2395.5
614,2395.0200098193027,2392.0
615,2394.129960943203,2404.60009765625
616,2397.9767418930023,2413.300048828125
617,2375.4813545143325,2351.89990234375
618,2383.7061560330667,2380.0
619,2378.054697418779,2377.300048828125
620,2405.9617029946803,2405.0
621,2421.3924383177596,2426.5
622,2429.019102560259,2435.0
623,2453.080586951458,2425.699951171875
624,2474.6575979762215,2401.699951171875
625,2440.2713028214434,2389.10009765625
626,2424.7317551738824,2390.5
627,2431.798404813314,2422.199951171875
628,2432.564310457861,2432.10009765625
629,2453.572700123234,2462.39990234375
630,2446.9210648910885,2466.699951171875
631,2439.017980634912,2439.39990234375
632,2461.526729193679,2453.10009765625
633,2471.917383702974,2498.60009765625
634,2488.734940653601,2501.800048828125
635,2504.223028220631,2511.300048828125
636,2512.111773370443,2508.39990234375
637,2496.8440403112268,2478.89990234375
638,2524.881361838854,2508.39990234375
639,2535.408832780834,2517.699951171875
640,2530.691034012053,2516.0
641,2515.5021141505913,2501.0
642,2526.3623873144215,2525.699951171875
643,2504.4429454993756,2493.800048828125
644,2503.188698311457,2489.89990234375
645,2516.90927866571,2493.39990234375
646,2530.468715052795,2511.39990234375
647,2514.979348318645,2493.5
648,2525.8236477031373,2501.800048828125
649,2523.5117292053983,2512.300048828125
650,2528.7721977437814,2512.10009765625
651,2558.319588542118,2551.199951171875
652,2585.424839859132,2581.300048828125
653,2601.488094589911,2580.39990234375
654,2595.932060577709,2564.300048828125
655,2585.6937923053592,2570.699951171875
656,2599.587020588746,2588.0
657,2602.511252001664,2619.89990234375
658,2593.6856501787765,2626.5
659,2629.35927662988,2651.199951171875
660,2611.4393002363445,2659.199951171875
661,2620.317777802237,2669.89990234375
662,2623.1230885148184,2644.300048828125
663,2609.645133361289,2636.10009765625
664,2637.8690539071536,2667.300048828125
665,2637.496836518815,2647.10009765625
666,2653.6427397951566,2657.10009765625
667,2639.7001314700533,2645.800048828125
668,2643.1862685464666,2644.800048828125
669,2598.93862260597,2615.0
670,2594.2887227704346,2606.0
671,2608.1555412344746,2620.60009765625
672,2628.0323439015483,2657.60009765625
673,2615.668358392881,2647.800048828125
674,2632.2635684787983,2661.39990234375
675,2637.2218260126397,2674.0
676,2625.456273912172,2691.0
677,2661.735833053986,2713.699951171875
678,2674.7623671304214,2723.10009765625
679,2698.3374078174966,2744.199951171875
680,2669.5151517419713,2714.39990234375
681,2676.2278247682666,2734.89990234375
682,2677.5388224642934,2740.89990234375
683,2675.583726096514,2742.89990234375
684,2684.3253905408906,2768.39990234375
685,2688.044590476982,2788.5
686,2664.9050468827527,2738.300048828125
687,2650.912430375081,2738.60009765625
688,2661.68452446828,2736.10009765625
689,2671.213042315408,2740.300048828125
690,2611.7959377910947,2667.60009765625
691,2628.9776268323167,2698.39990234375
692,2624.529100567347,2687.5
693,2604.2480936597403,2611.199951171875
694,2589.9536423249688,2600.0
695,2583.7285218601787,2580.800048828125
696,2585.7866801883597,2568.199951171875
697,2587.0107690291247,2565.699951171875
698,2611.628443294109,2610.60009765625
699,2617.5550856799778,2627.10009765625
700,2611.954986458566,2648.199951171875
701,2616.0360852447598,2672.10009765625
702,2630.054476402027,2709.89990234375
703,2615.8829207368954,2616.800048828125
704,2617.7142570145256,2620.300048828125
705,2613.0527096277087,2639.89990234375
706,2633.5590767771596,2657.0
707,2624.202919298139,2634.89990234375
708,2635.347835299585,2644.699951171875
709,2648.6525217915323,2653.800048828125
710,2652.0106872331544,2651.699951171875
