,Actual,Predicted
466,2030.199951171875,1730.8028317157691
467,2021.0999755859373,1724.0760723785634
468,2026.300048828125,1721.2070780939484
469,2038.4000244140625,1729.682125834627
470,2034.5,1738.069474301731
471,2039.0999755859373,1737.389782554923
472,2057.10009765625,1736.6705785170602
473,2058.199951171875,1734.8011407110703
474,2081.89990234375,1745.8696013568024
475,2073.89990234375,1737.1110179022508
476,2062.39990234375,1729.217222743664
477,2064.39990234375,1720.6394768698256
478,2034.199951171875,1702.6139721763798
479,2042.300048828125,1698.0660133135602
480,2042.4000244140625,1698.4093109393032
481,2026.5999755859373,1701.849391443008
482,2026.4000244140625,1694.457541092718
483,2021.699951171875,1694.8393538675814
484,2014.300048828125,1690.8041792144431
485,2046.699951171875,1706.8535214316191
486,2026.0,1695.0470447359967
487,2002.5999755859373,1682.2511322891542
488,2018.5999755859373,1684.7555296356552
489,2026.5,1683.313197663804
490,2019.800048828125,1677.6348128148825
491,2023.699951171875,1679.4940351910927
492,2013.9000244140625,1685.2709818608432
493,2016.9000244140625,1691.2739884216328
494,2016.800048828125,1687.1483058814824
495,2025.199951171875,1701.8607412829242
496,2031.5,1703.7399244112603
497,2048.39990234375,1707.5790212209201
498,2053.0,1717.6273285840848
499,2036.0999755859373,1697.7041541679655
500,2025.699951171875,1680.1185977821199
501,2034.5,1687.4824926358538
502,2035.199951171875,1683.9993257124647
503,2032.199951171875,1686.8802388140066
504,2023.300048828125,1685.4874251547587
505,2018.199951171875,1692.089955581481
506,1992.9000244140625,1667.2182175829344
507,1990.300048828125,1677.2134756931662
508,2002.0999755859373,1693.2795862234584
509,2011.5,1701.0522982555162
510,2027.5,1695.534387752822
511,2022.300048828125,1686.6203970684078
512,2019.699951171875,1685.4612958660678
513,2038.5999755859373,1694.7337432888528
514,2028.5,1681.5251961967513
515,2034.0,1681.2641231362595
516,2033.0,1680.7406039536827
517,2045.699951171875,1688.515785920526
518,2086.89990234375,1706.7776473113865
519,2117.699951171875,1718.414127265236
520,2133.5,1723.0025490121116
521,2150.300048828125,1737.6578121859093
522,2158.0,1741.949436063667
523,2178.60009765625,1741.500979714918
524,2182.5,1745.487985614035
525,2160.39990234375,1735.2390720965109
526,2175.39990234375,1751.0705588456563
527,2163.0,1741.778090871032
528,2157.300048828125,1748.5800090359917
529,2160.699951171875,1743.9810569540425
530,2156.300048828125,1744.1432770672213
531,2157.89990234375,1746.6576857353118
532,2182.39990234375,1745.10151242877
533,2158.10009765625,1744.2066128443564
534,2174.800048828125,1743.3640772032122
535,2175.60009765625,1738.3799778391212
536,2190.60009765625,1744.7390795140673
537,2217.39990234375,1748.002663391782
538,2236.5,1743.8855056012671
539,2261.0,1760.5333303823122
540,2294.39990234375,1788.4716962956913
541,2288.800048828125,1795.9771359202032
542,2325.699951171875,1798.6269722589263
543,2331.699951171875,1802.1899215434348
544,2343.5,1809.7985436876015
545,2329.60009765625,1797.3624954879647
546,2354.800048828125,1801.3295948962766
547,2356.199951171875,1806.760719129074
548,2365.800048828125,1807.485520866511
549,2390.800048828125,1796.764678130267
550,2371.699951171875,1801.9573246412206
551,2382.300048828125,1797.132015637181
552,2398.39990234375,1810.0353435900342
553,2332.199951171875,1772.9783937111245
554,2327.699951171875,1778.1460055432558
555,2324.5,1775.2527234087436
556,2329.800048828125,1771.7487320190064
557,2334.800048828125,1772.0863319025098
558,2345.39990234375,1777.5813249425835
559,2291.39990234375,1748.950001306665
560,2299.89990234375,1756.2277190728425
561,2299.199951171875,1760.6470335019494
562,2299.0,1762.0961512797014
563,2321.60009765625,1785.1601676311516
564,2315.199951171875,1785.124561799818
565,2313.60009765625,1785.2695477265947
566,2332.10009765625,1806.231392517225
567,2367.300048828125,1806.2364931701252
568,2336.10009765625,1806.076154488138
569,2353.39990234375,1815.482718873598
570,2388.699951171875,1845.787104439845
571,2380.0,1847.198233644586
572,2412.199951171875,1876.0924891546224
573,2433.89990234375,1901.2254665393143
574,2421.699951171875,1895.1833619280037
575,2389.199951171875,1879.6172515226697
576,2335.0,1853.130917343056
577,2332.5,1855.66875307622
578,2355.199951171875,1888.3163652097282
579,2340.300048828125,1888.1311243113546
580,2342.89990234375,1873.7532906166575
581,2322.89990234375,1852.0006646961938
582,2346.60009765625,1867.4530206770796
583,2325.5,1846.233125452471
584,2354.10009765625,1860.3745021291488
585,2370.300048828125,1890.4699276342712
586,2305.199951171875,1835.8158590988228
587,2307.699951171875,1843.765901424586
588,2307.5,1832.2767635583873
589,2336.0,1863.9207362927139
590,2300.199951171875,1840.4319026860812
591,2331.39990234375,1850.7028177926763
592,2312.39990234375,1845.3865453125354
593,2330.39990234375,1853.5777026926953
594,2353.800048828125,1881.5682760297693
595,2316.39990234375,1853.1013943958105
596,2330.0,1851.7352786404892
597,2316.60009765625,1837.356087340064
598,2299.199951171875,1834.02842585795
599,2324.5,1835.9564358488117
600,2327.699951171875,1840.5832466434435
601,2327.60009765625,1833.4630552027422
602,2323.0,1838.2513776905046
603,2359.800048828125,1870.6550921975438
604,2388.5,1896.7489522723235
605,2355.199951171875,1879.4438784268991
606,2360.10009765625,1881.028978281966
607,2372.199951171875,1882.7369317581988
608,2415.0,1904.2947626162222
609,2414.0,1893.6165518728326
610,2422.89990234375,1887.4968822550613
611,2462.39990234375,1905.0870557713192
612,2454.800048828125,1881.103759380714
613,2451.800048828125,1875.417998053056
614,2395.5,1850.5563253924277
615,2392.0,1850.503255693081
616,2404.60009765625,1852.5764200281055
617,2413.300048828125,1848.762816416355
618,2351.89990234375,1820.494075602955
619,2380.0,1826.3183352736817
620,2377.300048828125,1824.6486399660484
621,2405.0,1841.8028510363881
622,2426.5,1854.5067188974365
623,2435.0,1852.4127836978755
624,2425.699951171875,1861.6894252811464
625,2401.699951171875,1837.0066882366507
626,2389.10009765625,1828.4175424506052
627,2390.5,1816.3895797416292
628,2422.199951171875,1831.3084519729966
629,2432.10009765625,1833.3748063686794
630,2462.39990234375,1845.0947359981742
631,2466.699951171875,1845.153068569075
632,2439.39990234375,1836.8383012229558
633,2453.10009765625,1856.485841808684
634,2498.60009765625,1869.2699567638538
635,2501.800048828125,1882.0730660516062
636,2511.300048828125,1890.310889630292
637,2508.39990234375,1894.6177275818904
638,2478.89990234375,1878.6493910974802
639,2508.39990234375,1901.4131696555191
640,2517.699951171875,1904.976915426283
641,2516.0,1903.168312054967
642,2501.0,1884.5831712086326
643,2525.699951171875,1890.6248547646135
644,2493.800048828125,1869.2721449193587
645,2489.89990234375,1854.7386246961491
646,2493.39990234375,1866.3566418530074
647,2511.39990234375,1880.1219410373253
648,2493.5,1859.649153782574
649,2501.800048828125,1872.414171289924
650,2512.300048828125,1874.5455215982308
651,2512.10009765625,1881.3214585840703
652,2551.199951171875,1906.8817219341654
653,2581.300048828125,1932.53090118186
654,2580.39990234375,1936.4706369574997
655,2564.300048828125,1932.1620302660262
656,2570.699951171875,1923.311536810541
657,2588.0,1938.2873935988796
658,2619.89990234375,1940.4120852522044
659,2626.5,1930.0898165955598
660,2651.199951171875,1961.0861260732818
661,2659.199951171875,1947.6288865753131
662,2669.89990234375,1955.0709224512782
663,2644.300048828125,1945.8419230644374
664,2636.10009765625,1934.2836269091024
665,2667.300048828125,1942.0979174696708
666,2647.10009765625,1942.880945490692
667,2657.10009765625,1951.3830749104623
668,2645.800048828125,1942.38844743324
669,2644.800048828125,1929.9512303309452
670,2615.0,1899.0631308230443
671,2606.0,1899.7156314794784
672,2620.60009765625,1911.479213499406
673,2657.60009765625,1926.347411943406
674,2647.800048828125,1915.6995821349742
675,2661.39990234375,1929.0752206846455
676,2674.0,1936.5829232026954
677,2691.0,1927.2583470035352
678,2713.699951171875,1962.7603585165652
679,2723.10009765625,1974.5769654630908
680,2744.199951171875,1994.7800939763738
681,2714.39990234375,1964.001418272188
682,2734.89990234375,1965.2730636112021
683,2740.89990234375,1963.3807943627594
684,2742.89990234375,1966.8347703220925
685,2768.39990234375,1976.750400651018
686,2788.5,1967.3214424944008
687,2738.300048828125,1936.5827809107193
688,2738.60009765625,1929.9935867071672
689,2736.10009765625,1930.6817630107016
690,2740.300048828125,1936.5903689740549
691,2667.60009765625,1896.6850872835123
692,2698.39990234375,1914.533405381881
693,2687.5,1907.4783030211102
694,2611.199951171875,1888.02418193654
695,2600.0,1882.3211804689777
696,2580.800048828125,1878.8277150267713
697,2568.199951171875,1878.4982255783577
698,2565.699951171875,1874.5419789772707
699,2610.60009765625,1893.9540557726468
700,2627.10009765625,1897.637457729664
701,2648.199951171875,1889.6454897455128
702,2672.10009765625,1887.2863969581545
703,2709.89990234375,1898.0202142548405
704,2616.800048828125,1881.2315455663327
705,2620.300048828125,1883.6405525786954
706,2639.89990234375,1881.7375755348132
707,2657.0,1899.1899717392164
708,2634.89990234375,1891.9559275068846
709,2644.699951171875,1905.0744221707575
710,2653.800048828125,1918.2903588124727
711,2651.699951171875,1920.151171819312
